original order,Case Number.1,Date,Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N/U),Species,Injury,Investigator or Source,href
1502.0,1939.01.12,12-Jan-1939,Jan,1939.0,Não Provocado,australia,New South Wales,Clarence River,Scooping prawns,M,Both 11,Não,7' shark,No injury,"G.P. Whitley, p.264",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.01.12.R-ClarenceRiver.pdf
1501.0,1939.00.00.e,Woirld War II,nan,1939.0,Desastre do Mar,sri lanka,,,She was on a ship that was torpedoes & was in the water awaiting rescue,F,,Não,Desconhecido,Leg severely bitten,"V.M. Coppleson (1962), p.258",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.00.00.e-WREN.pdf
1500.0,1939.00.00.d,Ca. 1939,nan,1939.0,Barco,bahamas,Andros Islands,Middle Bight,Fishing,Desconhecido,,Não,Tiger shark,"No injury to occupant, shark rammed bow of boat",E.R.F. Johnson,http://sharkattackfile.net/spreadsheets/pdf_directory/1939.00.00.d-skiff.pdf
1499.0,1939.00.00.c,1939,nan,1939.0,Não Provocado,venezuela,Carabobo,"El Falito, near Puerto Cabello",Bathing,M,,Sim,Desconhecido,FATAL.,H.E. Iverson,http://sharkattackfile.net/spreadsheets/pdf_directory/1939.00.00.c-Haberdasher.pdf
1498.0,1939.00.00.b,1939,nan,1939.0,Não Provocado,curacao,Ascension Bay,,Diving,M,,Não,Tiger shark,"No injury, left hip bumped by shark","H. Hass in Diving To Adventure, p.169",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.00.00.b-Hass.pdf
1497.0,1939.00.00.a,1939,nan,1939.0,Não Provocado,papua new guinea,"Abau Sub District, Central Province",Aroma Passage,Swimming to anchored boat,M,,Sim,Desconhecido,"Fatal, lower abdomen bitten","A. Bleakley;  A. M. Rapson, p.148",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.00.00.a-Garvakala.pdf
1496.0,1938.12.27,27-Dec-1938,Dez,1938.0,Não Provocado,australia,New South Wales,"North Beach, Belligen River",Swimming,M,19,Sim,Desconhecido,"FATAL, thought to have been taken by a shark ","G.P. Whitley, p.264",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.12.27-Graham.pdf
1495.0,1938.10.05,05-Oct-1938,Out,1938.0,Provocado,australia,Queensland,Between Wynnum & St. Helena Island,Fishing,M,18,Não,"Tiger shark, 6'",Laceration to left foot & ankle by netted shark PROVOKED INCIDENT,"Cairns Post, 10/6/1938",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.10.05-Lopez.pdf
1494.0,1938.08.29,29-Aug-1938,Ago,1938.0,Não Provocado,china,North China,"Outer harbor, Hong Kong",Swimming alongside warship   Tsingt-ao,M,,Sim,Desconhecido,"FATAL, leg severed  ","New York Times (William Baker), 8/30/1938; [SAF Case #934]; V.M. Coppleson  (1958), p.257; A. MacCormick, p.134",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.08.29-Baker.pdf
1493.0,1938.08.18,18-Aug-1938,Ago,1938.0,Provocado,usa,California,"Near Encino, Los Angeles County",Fishing,M,,Não,Desconhecido,Lacerations to hand by hooked shark PROVOKED INCIDENT,"Washington Post. 8/19/1938, p.24",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.08.18-WarrenWilliams.pdf
1492.0,1938.07.18,18-Jul-1938,Jul,1938.0,Não Provocado,usa,South Carolina,Charleston,Swimming,M,,Não,Desconhecido,Foot & ankle lacerated,"Kingsport Times, 7/18/1938",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.07.18-MaynardTanner.pdf
1491.0,1938.07.17.R,Reported 17-Jul-1938,Jul,1938.0,Provocado,turkey,,,Fishing,M,,Não,Desconhecido,Injured by harpooned shark PROVOKED INCIDENT,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.07.17.R-Turkey.pdf
1490.0,1938.07.17,17-Jul-1938,Jul,1938.0,Provocado,usa,California,"Dana Point, Orange County","Fishing, removing gaff from shark's mouth",M,27,Não,Desconhecido,Leg bitten by gaffed shark PROVOKED INCIDENT,"L.A. Times, 7/18/1938 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.07.17-Griffet.pdf
1489.0,1938.07.12,12-Jul-1938,Jul,1938.0,Não Provocado,australia,Torres Strait,Off Bathurst Island,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,25,Sim,Desconhecido,"FATAL, dragged out of diving helmet  ","G.P. Whitley, p.264; V.M. Coppleson  (1958), p.244; Sydney Morning Herald, 7/12/1938",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.07.12-Okada.pdf
1488.0,1938.06.17,17-Jun-1938,Jun,1938.0,Não Provocado,nicaragua,Lower San Juan River,,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",Desconhecido,,Sim,Thought to involve bull sharks,"FATAL x 2, all other passengers & crew reached shore after a long swim","NY Times; L. Schultz & M. Malin, p.558",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.06.17-Hodgson_Ollis.pdf
1487.0,1938.06.08,08-Jun-1938,Jun,1938.0,Não Provocado,australia,New South Wales,Manly,Hardhat diving,M,,Não,6' shark,"No injury, the shark knocked him off his feet","The Canberra Times, 6/10/1938",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.06.08-Edwards.pdf
1486.0,1938.05.26,26-May-1938,Mai,1938.0,Não Provocado,costa rica,Nicoya Peninsula,,Fishing,M,,Sim,Desconhecido,"FATAL, pulled overboard by tuna, & bitten by shark ","V.M. Coppleson  (1958), p.259 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.05.26.R-Villareal.pdf
1485.0,1938.05.15,15-May-1938,Mai,1938.0,Não Provocado,iraq,Basrah City,"Ashar Canal, where people wash clothes & kitchen pans","Swimming, naked",M,9 or 10,Não,Bull shark,"Arm severed, but survived. Note: Some weeks later he was swimming at the same spot when a shark severed his right foot.",B.W. Coad & L.A.J. Al-Hassan,http://sharkattackfile.net/spreadsheets/pdf_directory/1938.05.15-Basrah.pdf
1484.0,1938.05.02.R,Reported 02-May-1938,Mai,1938.0,Não Provocado,india,West Bengal,Hooghley River near Budge-Budge,Bathing,Desconhecido,,Sim,Desconhecido,"2 survived,       1 FATAL","The Times (London), 5/2/1938, p.15",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.05.02.R-India.pdf
1483.0,1938.03.21.R,Reported 21-Mar-1938,Mar,1938.0,Não Provocado,fiji,Viti Levu,Singatoka River,Wading,M,,Não,Desconhecido,unknown,"Time Magazine, 3/21/1938",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.03.21.R-FijianMethodist.pdf
1482.0,1938.03.08,08-Mar-1938,Mar,1938.0,Não Provocado,australia,Northern Territory,Liverpool River,Canoe capsized by shark,M,,Não,Desconhecido,"Leg severed, but survived","V.M. Coppleson  (1958) (in text); Sydney Morning Herald, 3/16/1938",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.03.08-Liverpool-River.pdf
1481.0,1938.01.21,21-Jan-1938,Jan,1938.0,Provocado,australia,New South Wales,Tweed Heads,Fishing,M,,Não," Tiger shark, 3'",Thumb bitten by landed shark PROVOKED INCIDENT,"Courier-Mail, 1/22/1938; Sydney Morning Herald 1/26/1938; Whitley, p.264",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.01.21-Corowa.pdf
1480.0,1938.01.18,18-Jan-1938,Jan,1938.0,Provocado,south africa,KwaZulu-Natal,"Vetchs Pier, Durban","Watching seine netters with friends, one of whom picked up a netted shark",M,13,Não,Desconhecido,Leg bitten PROVOKED INCIDENT,"M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.01.18-Parkin.pdf
1479.0,1938.01.14,14-Jan-1938,Jan,1938.0,Desconhecido,australia,New South Wales,"Lady Martins Beach, Sydney Harbor",Diving off jetty,M,24,Desconhecido,Questionable incident,Superficial lacerations on feet & toes,"The Canberra Times, 1/15/1938",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.01.14-Murray.pdf
1478.0,1938.01.02,02-Jan-1938,Jan,1938.0,Não Provocado,australia,New South Wales,Cronulla,Surf skiing,M,,Não,Desconhecido,"No injury, ski bumped & he was thrown in the water. Ski had indentations","Sydney Morning Herald, 1/3/1938;  J. Green, p.33; V.M. Coppleson (1958), p.42 NOTE: Coppleson gives date as January 1937",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.01.02-Baker.pdf
1477.0,1938.00.00.e.R,Reported 1938,nan,1938.0,Não Provocado,egypt,,Mersa Matruh,Sponge diving,M,,Sim,Desconhecido,FATAL,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.00.00.e.R-Egypt.pdf
1476.0,1938.00.00.d,1938,nan,1938.0,Não Provocado,trinidad & tobago,Trinidad,"Manzanilla Bay, St. Andrew County",Body surfing,M,50,Não,"""grey-colored shark""",Left hand and arm bitten,"E. Pace, FSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.00.00.d-Huggins.pdf
1475.0,1938.00.00.c,1938,nan,1938.0,Provocado,usa,North Carolina,On one of the sounds near Wilmington,Fishing,M,,Não,Desconhecido,"No injury, boat towed by harpooned shark, PROVOKED INCIDENT","C. Creswell, GSAF; J. Hair, p.27",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.00.00.c-Willards.pdf
1474.0,1938.00.00.b,1938,nan,1938.0,Não Provocado,australia,Torres Strait,,Diving,M,17,Não,Desconhecido,Leg severed above knee,"V.M. Coppleson (1958), p.245",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.00.00.b-Sammy.pdf
1473.0,1938.00.00.a,1938,nan,1938.0,Não Provocado,south africa,KwaZulu-Natal,"Bilanhlolo River Mouth, Ramsgate",Swimming,M,,Não,Desconhecido,"""Mauled""",H. Greenwood,http://sharkattackfile.net/spreadsheets/pdf_directory/1938.00.00.a-blackmale.pdf
1472.0,1937.11.13,13-Nov-1937,Nov,1937.0,Desastre do Mar,usa,North Carolina,Off Cape Hatteraa,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",M,,Sim,Desconhecido,FATAL ,"Stevens Point Journal, 11/15/1937; TIME, 11/22/1937; Life Magazine, 11/29/1937",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.11.13-Tzenny-Chandris.pdf
1471.0,1937.11.11,11-Nov-1937,Nov,1937.0,Não Provocado,australia,Torres Strait ,Ota Reef,Diving for trochus,M,17,Sim,12' shark,FATAL,"J. Green, p.33; V.M. Coppleson  (1958), p.244",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.11.11-Kris.pdf
1470.0,1937.11.06.R,Reported 06-Nov-1937,Nov,1937.0,Desastre do Mar,solomon islands,,,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",M,,Sim,Desconhecido,FATAL,"The Argus, 11/6/1937",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.11.06.R-Solomon-Islands.pdf
1469.0,1937.10.27.b,27-Oct-1937,Out,1937.0,Não Provocado,australia,Queensland ,"Kirra Beach, Coolangatta",Swimming ,M,25,Sim,Tiger shark,FATAL,"J. Green; V.M. Coppleson, pp.51, 81-84 & 234; A. Sharpe, pp.94-9 6; H. Edwards, pp.114-115",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.10.27.b-Brinkley.pdf
1468.0,1937.10.27.a,27-Oct-1937,Out,1937.0,Não Provocado,australia,Queensland,"Kirra Beach, Coolangatta",Swimming ,M,18,Sim,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",FATAL,"V.M. Coppleson, pp.51, 81-84 & 234;  A. Sharpe, pp.94-96; H. Edwards, pp.114-115  ",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.10.27.a-Girvanpub.pdf
1467.0,1937.10.24.c,24-Oct-1937,Out,1937.0,Não Provocado,australia,New South Wales,Byron Bay ,Swimming near jetty,M,16,Não,2.4 m [8'] shark,Tooth imprints on torso,"The Age, 10/25/1937; V.M. Coppleson (1958), p.234",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.10.24.b-McDonald.pdf
1466.0,1937.10.24.a,24-Oct-1937,Out,1937.0,Não Provocado,australia,New South Wales,Byron Bay ,Surf skiing,M,,Não,2.6 m [8.5'] shark,"No injury, repulsed shark","The Age, 10/25/1937; V.M. Coppleson (1958), p.234",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.10.24.a-Denning.pdf
1465.0,1937.09.26.R,Reported 26-Sep-t937,Set,1937.0,Provocado,croatia, Split-Dalmatia County,Bisk,Fishing,M,,Não,Desconhecido,Injured by shark they were trying to catch PROVOKED INCIDENT,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.09.16.R-Omis.pdf
1464.0,1937.09.12,12-Sep-1937,Set,1937.0,Barco,scotland,Argyllshire,Arran,Pleasure boating,Desconhecido,,Não,Basking shark,"No injury to occupants, two 5-foot observation windows shattered",Daily Mail (undated clipping); A Buttigieg ,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.09.12-GlenSannox.pdf
1463.0,1937.09.11,11-Sep-1937,Set,1937.0,Barco,scotland,Arran,Fallen Rocks,Fishing,Desconhecido,,Não,Basking shark,"No injury to occupants, propeller shaft damaged","Times (London), 9/13/1937; C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.09.11-LadyCharlotte.pdf
1462.0,1937.09.01,01-Sep-1937,Set,1937.0,Não Provocado,scotland,Argyll,"Carradale Bay, Kintyre Peninsula",Rowing,M,,Não,Basking shark,3 people drowned when the boat was capsized by the shark,"Times (London), 9/2/1937; Fairfax, pp. 66-67",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.09.01-Scotland.pdf
1461.0,1937.08.31,31-Aug-1937,Ago,1937.0,Não Provocado,australia,Torres Strait,"Mabuiag Island, between New Guinea & Australia","Diving from the lugger San, operated by the Protector of the Aborigines",M,38,Não,"Tiger shark, 9' to 10' ","Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)","The Maitland Daily Mercury, 8/31/1937",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.08.31-IonaAsai.pdf
1460.0,1937.08.16,16-Aug-1937,Ago,1937.0,Desconhecido,turkey,,Istanbul,Swimming,M,,Desconhecido,Invalid,"No injury, no attack",C. Moore. GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.08.16-Istanbul.pdf
1459.0,1937.08.02,02-Aug-1937,Ago,1937.0,Não Provocado,panama,Colon Province,Limon Bay,Swimming,M,21,Sim,Desconhecido,FATAL,"The Gleaner, 8/12/1937",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.08.02-Fernandez.pdf
1458.0,1937.07.16.R,Reported 16-Jul-1937,Jul,1937.0,Não Provocado,australia,Northern Territory,Elcho Island,Pearl diving,M,,Sim,Desconhecido,FATAL,"Mansfield News-Journal, 7/16/1937, p.11",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.07.16.R-JapaneseDiver.pdf
1457.0,1937.07.06,07-Jul-1937,Jul,1937.0,Desconhecido,italy,Liguria,Borgeo Verezzi,Desconhecido,Desconhecido,,Desconhecido,Invalid,No injury,C. Moore. GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.07.06-Italy.pdf
1456.0,1937.06.28.R,Reported 28-Jun-1937,Jun,1937.0,Não Provocado,greece,,Salonika?,Desconhecido,Desconhecido,,Sim,Desconhecido,FATAL,C. Moore. GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.06.28.R-Salonika.pdf
1455.0,1937.06.15.b,15-Jun-1937,Jun,1937.0,Provocado,australia,New South Wales,"Wallamba River, near entrance to Wallis Lake","Fishing from launch, fell into net with shark",M,,Não,"Whaler shark, 4 m [13'] ",Bitten by netted shark PROVOKED INCIDENT,"Sydney Morning Herald, 6/19/1937; V.M. Coppleson (1958) (in text); SAF Cases #549 & 550",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.06.15.b-Emmerton.pdf
1454.0,1937.06.15,    15-Jun-1937,Jun,1937.0,Não Provocado,usa,Texas,Galveston,Swimming,M,14,Sim,Desconhecido,FATAL,"Amarillo Globe, 6/16/1937 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.06.15.a-Thompson.pdf
1453.0,1937.05.30,30-May-1937,Mai,1937.0,Provocado,usa,Texas,Galveston,Fishing,M,,Não,4' shark,Leg nipped by hooked shark PROVOKED INCIDENT,"Galveston Daily News, 6/1/1937",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.05.30-Siskalo.pdf
1452.0,1937.05.15,15-May-1937,Mai,1937.0,Não Provocado,australia,Queensland,"Ross River, Townsville","Refused permission to cross on the ferry, he was swimming across the river",M,33,Sim,2 days later a 600-lb shark was caught 100 yards from the site,"FATAL, left arm severed at elbow, right arm bitten, right leg severed at knee    ","V.M. Coppleson (1958), pp.90 & 238",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.05.15-Tennant.pdf
1451.0,1937.03.26,26-Mar-1937,Mar,1937.0,Desconhecido,australia,New South Wales,South Cronulla,Bathing,M,16,Desconhecido,Shark involvement prior to death was not confirmed,His body was recovered 2 days later but shark involvement prior to death was not confirmed,"Canberra Times, 3/29/1937, p.1",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.03.26-Shaw.pdf
1450.0,1937.03.09,09-Mar-1937,Mar,1937.0,Desconhecido,australia,Victoria,Port Melbourne,Swimming,M,43,Desconhecido,Shark involvement prior to death was not confirmed,Shark involvement prior to death was not confirmed,"Canberra Times, 3/10/1937;Sydney Morning Herald, 3/10/1937; Whitley, p.264",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.03.09-King.pdf
1449.0,1937.02.13,13-Feb-1937,Fev,1937.0,Não Provocado,australia,New South Wales,"Bar Beach, Newcastle",Swimming,M,32,Sim,White shark,"FATAL, buttocks, ankle & right elbow bitten ","V.M. Coppleson (1958), pp.77 & 234; A. Sharpe, p.84; J.West, ASAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.13-Welsh.pdf
1448.0,1937.02.11,11-Feb-1937,Fev,1937.0,Não Provocado,australia,New South Wales,Kempsey,Swimming ashore after launch capsized,M,,Não,Desconhecido,Foot bitten,"Canberra Times, 2/12/1937",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.11-Redman.pdf
1447.0,1937.02.04,04-Feb-1937,Fev,1937.0,Barco,australia,New South Wales, Botany Bay ,Fishing,Desconhecido,,Não,Desconhecido,"No injury to occupants, launch holed","Canberra Times, 2/5/1937",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.04-BotanyBay-launch.pdf
1446.0,1937.02.03,03-Feb-1937,Fev,1937.0,Provocado,australia,Queensland,Moreton Island,Fishing,M,20,Não,"3' ""blue nosed"" shark",Left shoulder bitten by netted shark PROVOKED INCIDENT,"G.P. Whitley, p.264",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.03-Woodley.pdf
1445.0,1937.02.02,1937,Fev,1937.0,Desconhecido,australia,South Australia,Port Germein,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,M,,Desconhecido,Shark involvement prior to death was not confirmed,"15' shark seen with the man's body in its mouth, but shark involvement prior to death was not confirmed","West Australian, 2/8/1937; G.P. Whitley",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.02-Penang.pdf
1444.0,1937.01.27,27-Jan-1937,Jan,1937.0,Provocado,australia,New South Wales,"Lake Conjola, near Milton",Holding shark's tail ,M,18,Não,"Grey nurse shark, 8'",Bitten on forearm PROVOKED INCIDENT,"Northern Standard, 1/29/1937",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.01.27-Hemsworth.pdf
1443.0,1937.00.00,1937,nan,1937.0,Não Provocado,australia,Torres Strait,,Desconhecido,M,,Não,Desconhecido,Survived,"Rpt. Dept. Harb. Mar. (Qld), 1937, p.13; G.P. Whitley, p.264",http://sharkattackfile.net/spreadsheets/pdf_directory/1937.00.00-O'Leary.pdf
1442.0,1936.12.30,30-Dec-1936,Dez,1936.0,Não Provocado,usa,Hawaii,"Honokohau, Maui","Diving, attempting to retrieve body of drowning victim wedged between rocks",M,,Não,6 m [20']  shark,Thigh lacerated,"J. Borg, p.71; L. Taylor (1993), pp.98-99",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.30-Kekuhi.pdf
1441.0,1936.12.19,19-Dec-1936,Dez,1936.0,Barco,australia,Queensland,Brisbane River,Sculling,Desconhecido,,Não,3 m [10'] shark,"No injury to occupant. Shark damaged scull, tooth fragments recovered","G.P. Whitley, p.264; V.M. Coppleson (1958), p. 187",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.19-Slaughter.pdf
1440.0,1936.12.15,15-Dec-1936,Dez,1936.0,Provocado,australia,New South Wales,Newcastle Harbor,Fishing for the shark that killed George Lundberg,Desconhecido,,Não,Desconhecido,Hooked shark bit rudder PROVOKED INCIDENT,"V.M. Coppleson (1958), pp.182-183",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.15-boat-Ayerst.pdf
1439.0,1936.12.12,12-Dec-1936,Dez,1936.0,Não Provocado,australia,New South Wales,"Throsby Creek, Newcastle",Swimming,M,15,Sim,Desconhecido,"FATAL, leg severed at knee","V.M. Coppleson (1958), p.234",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.12-Lundberg.pdf
1438.0,1936.12.01,01-Dec-1936,Dez,1936.0,Barco,australia,Victoria,Mordialloc,Fishing,M,50,Sim,Thought to involve a 12' white shark,"FATAL, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking","The Age, 12/4/1936",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.01-Swan.pdf
1437.0,1936.11.27,27-Nov-1936,Nov,1936.0,Provocado,australia,Torres Strait,Near Thursday Island,Spearfishing ,M,,Não,0.9 m [3']  shark,Speared shark bit his hand PROVOKED INCIDENT,"Whitley, p.264; V.M. Coppleson (1958), p.244",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.11.27-McDonnell.pdf
1436.0,1936.09.11.R,Reported 11-Sep-1936,Set,1936.0,Desconhecido,vietnam,,Saigon,Wreck of a sampam,M,,Sim,Desconhecido,FATAL,"Lansing State Journal, 9/11/1936",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.09.11-Saigon.pdf
1435.0,1936.09.04,04-Sep-1936,Set,1936.0,Não Provocado,usa,Hawaii,"Lahaina, Maui",Swimming,M,,Não,Desconhecido,Leg lacerated,"J. Borg, p.71; L. Taylor (1993), pp.96-97",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.09.04-Maui.pdf
1434.0,1936.08.24,24-Aug-1936,Ago,1936.0,Não Provocado,australia,Torres Strait,Near Mabuiag Island,"Trochus diving, but floating on surface",M,,Não,Large tiger shark seen in the vicinity the following morning,Flexed right leg bitten,"G.P. Whitley, p.264; V.M. Coppleson (1958), p.244",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.24-TalaLui.pdf
1433.0,1936.08.13,13-Aug-1936,Ago,1936.0,Não Provocado,iceland,Fishing Grounds,,Swept overboard,M,,Não,Desconhecido,"Bond's foot was injured, Kinch's back was injured","The Guardian, 8/27/1936",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.13-Iceland.pdf
1432.0,1936.08.11,11-Aug-1936,Ago,1936.0,Provocado,canada,Newfoundland,Georges Bank,Fishing for cod,Desconhecido,,Não,"Shovelnose shark, 6 m [20'] ","No injury to occupants, hooked shark leapt onboard boat PROVOKED INCIDENT","NY Times, 8/13/1936, p.25, col.6",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.11-schoonerRaymonde.pdf
1431.0,1936.08.04,Reported 04-Aug-1936,Ago,1936.0,Não Provocado,australia,Torres Strait,Bathurst Island,Pearl diving,M,,Não,Desconhecido,Torso bitten ,"Nortnern Standard, 8/4/1936",http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.04.R-PearlDiver.pdf
1430.0,1936.08.00,Aug-1936,Ago,1936.0,Barco,usa,North Carolina,"Pamlico Sound off Frisco, Dare County",Fishing,M,13,Não,Desconhecido,Shark rammed boat; no injury to occupants,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.00-PamlicoSound.pdf
1429.0,1936.07.25,25-Jul-1936,Jul,1936.0,Não Provocado,usa,Massachusetts,"Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay",Swimming crawl stroke,M,16,Sim,White shark (identified by Dr. Hugh Smith) ,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg   ","B. R. Tilden, M.D.; NY Times, 7/26/1936, p.2;  E.W. Gudger (1950); V.M. Coppleson (1958), pp. 150 & 253; H.D. Baldridge, p. 35",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.25-Troy.pdf
1428.0,1936.07.12,12-Jul-1936,Jul,1936.0,Barco,usa,New Jersey,"Long Branch, Monmouth County (offshore)",Fishing for bluefish,Desconhecido,,Não,"Blue shark, 8' [2.4 m], 500-lb ","No injury to occupants, shark leapt onboard boat","NY Times, 6/13/1936 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.12-SaulWhite.pdf
1427.0,1936.07.07,07-Jul-1936,Jul,1936.0,Não Provocado,australia,Torres Strait,Off Nepean Island,Diving,M,,Não,Desconhecido,Survived? Admitted to Thursday Island Hospital,"V.M. Coppleson (1958), p.244",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.07-aboriginal-diver.pdf
1426.0,1936.07.00,Jul-1936,Jul,1936.0,Barco,south africa,Western Cape Province,Cape Point,"Fishing, catching snoek, Thyrsites atun",Desconhecido,,Não,Desconhecido,"Shark leapt onboard & into fishwell, tossing a crew member, Pepino, in the sea","T. Wallett, p.25",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.00-LuckyJim.pdf
1425.0,1936.06.26,26-Jun-1936,Jun,1936.0,Não Provocado,australia,Torres Strait,Nepean Island,"Diving for trochus , but swimming on surface",M,16,Sim,"Tiger shark, 2.4 m [8']",FATAL,"Sydney Morning Herald, 7/7/1936; V.M. Coppleson (1958), p.244",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.06.26-Willie.pdf
1424.0,1936.06.06,06-Jun-1936,Jun,1936.0,Não Provocado,usa,Florida,"Boca Ciega Bay, Pinellas County",Swimming,M,,Sim,Desconhecido,FATAL,"Evening Independent, 6/8/1936",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.06.06-BocaCiegaBay.pdf
1423.0,1936.04.22,22-Apr-1936,Abr,1936.0,Não Provocado,australia,Queensland,Arlington Reef near Cairns,Diving for trochus,M,16,Não,"Tiger shark, 4.6 m [15'] ","Arm & back bitten, heel lacerated","Sydney Morning Herald, 4/23/1936",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.04.22-Oscoto.pdf
1422.0,1936.04.08,08-Ap-1936,Abr,1936.0,Não Provocado,australia,Queensland,Arlington Reef near Cairns,Diving,M,,Não,Desconhecido,Arm severed,"The Argus, 4/9/1936",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.04.08-Ohta.pdf
1421.0,1936.03.30,30-Mar-1936,Mar,1936.0,Provocado,usa,Florida,"Miami, Miami-Date County",Fishing,M,,Não,650-lb shark,No injury. His hand entangled in line of hooked shark. He was pulled overboard & towed 150' PROVOKED INCIDENT ,"NY Times, 4/1/1936, p.27, col.1",http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.30-Samsoe.pdf
